pid,dream,dejavu,conflict,award
72457,"I think that this is probably a coincidence, since I don't think that humans can visit each other in dreams. However, I do believe God controls everything (including coincidences) and could have made this particular coincidence happen. Maybe I need the life advice, or maybe God knows that it will help me in the future to have had the dream. I do believe in prophetic dreams, but this doesn't seem like a prophetic dream (since it didn't say anything about the future or about God) and prophetic dreams are very, very rare.","That sounds like one of three things. Maybe we have met before and don't remember it (maybe we were in kindergarten together and were friends then, but don't remember it now). Maybe it's deja vu. Maybe the person I just met is a lot like someone I do know. Either way, I think it's just a weird thing that doesn't happen for a particular reason. ","They are angry at me because I forgot something obvious that I should have done or remembered and it messed up something they were doing. Alternately, I said something I shouldn't have. I feel guilty and sorry that I hurt them, as well as mad at myself. I tell myself to remember in the future not to do it again.",I got the award for a discovery in linguistics. I researched something that was important and discovered a new concept or phenomenon that nobody had discovered before. I feel good about getting the award and surprised because I didn't expect to get an award. I also feel like this is probably the peak of my career.
68900,"You know, my gut instinct was to say that such things aren't real at all. But, I've had some mysterious moments in my life, none of which have led me to think there is some sort of benevolent higher power, but which have led me to think that there is definitely a lot about consciousness and connection and the world around us that we simply don't understand. So it could be that there is some kind of connection that people can have that allows people to communicate in ways that go beyond what we would consider normal. It sounds crazy to type that, but I am at least open to something like this occurring (even if it is unlikely)","I think this happens because sometimes people just vibe really well together. i experienced this with my partner, and i don't think there is any unscientific explanation for why this happens. rather, i think based on our own psychological and evaluative profile there are certain people who are really good fits for us and complement these things really well. ","I think the most likely reason why someone would get angry with me is for saying something that upset them. sometimes i speak a little impulsively and i might say something offensive or hurtful. my heart rate would definitely increase if someone was angry with me, and i would probably feel anxious. i might feel some guilt as well if i said something that i could see was wrong or hurtful. if i thought the person was angry even though what i said was totally okay (like if I said something about being LGBTQ) I would probably ALSO get angry and not feel guilt. ","Im guessing I can just choose any award even if i don't actually deserve it right now! If i could choose any award, it would probably be some kind of award for writing or teaching about mindfulness. I would have been able to achieve this award through a lot of hard work and research, but also through years of practicing mindfulness and making it a priority in my life to learn how to deeply enjoy my life and help others to transform their suffering and cultivate more compassion, joy, and mindfulness. 

If i were ever to get an award like this, it would probably be one of the highlights of my life and i would feel overwhelmed with gratitude and happiness!"
16930,"Logically speaking I feel like I would believe it was just a coincidence or perhaps because I had been thinking of them before I went to sleep. However, I would consider the possibility that they came to ma as a spirit or whatever they may be. I don't pretend to know everything about the world or after life and I wouldn't automatically rule this out as a possibility. ","I feel like this would be a very interesting situation. I feel like it would be similar to having found a 'soul mate'. I love being able to get along with people very easily. I feel like social interactions are very draining for me and to be able to get along with someone very easily, as if I had known them for decades would make me like this person a lot. I would try to keep them as a close friend. ","If someone is angry with me I would be very concerned. Especially if I didn't know the reason they were angry with me. I would like to think of myself as an open communicator. I would go up to them and apologize for making them feel the way they are, I would ask them if they could help me explain why they are angry with me. I would then try to come to an agreement with them and attempt to explain my side of the story and see where the miscommunication came up. ","I plan on going into psychological services in the future. I would imagine I received the award for something related to that, for helping people out or giving back to my community. I feel like I would be slightly embarrassed to receive the award but in the end I would be mostly happy. I like to think I am a hardworking individual and I achieved the award through perseverance and hard work. "
50538,"I think that this was just a coincidence, the happening of the dream and the death happening in the same night. I think that we dream things that are relevant and impactful to us and involve what we like to think about, and I think that this happened to coincide with the death of a loved one. Part of me believes that the loved one wanted me (in this situation) to know that they loved me and to pass on information and that my brain subconsciously knew these things and decided to present them to me, coincidentally on the night of their death. ",I think that I would feel this way with someone if they shared characteristics or patterns of speech with someone that I have known before in my life. I remember lots of small and meaningful details about the people who are (or were once) in my life and I am often reminded of them. I think that if I were to feel this connection with someone I am meeting for the first time it would be because they are reminding me of someone who was once important to me. ,"I would be deeply upset that someone is angry with me- not because I think that they don't or shouldn't be upset with me, but because I would be upset that I gave them a reason to be angry at me. If someone were to be angry at me it would most likely be because I was too dismissive of what they wanted to do on a vacation I am on with them. In some situations I really like to have control over the plans, and it is one of the times where I am most likely to not care about what the other person thinks and take control over the situation. In my daily life I am constantly thinking about how to avoid making people upset with me and try to only be good. ","An award I would most likely to receive would be the most valued employee at my job. I put in lots of effort while I am there to connect with my coworkers, both emotionally and in terms of teamwork, and I am constantly working to get better. I enjoy (and am good at) interacting with customers and it has kept a lot of people coming back to the store. I was able to achieve this by bringing a positive attitude to work every day and being sure to actively listen to the customers and meet them where they are. I would feel proud to get this award, as it would be proof of all of my hard work and intentional communication with both customers and my coworkers. "
68301,"I would think that my deep emotional connection to my parent allowed me, subconsciously, to pick up on clues about my parent's impending doom in our most recent interactions. My brain wants to work out the deep love I have for them before they disappear from my life. Humans, at their core, really just want to be loved and cared for by those close to them. My dream would be representative of the weight of this relationship in my life, and how I can start to process their passing.","Sometimes when people have similar life experiences, their able to instantly relate on an unusual level. When I ""click"" with people, I feel like our brains are in sync, and we momentarily see the world in the same way. I constantly seek to be understood, and when someone does understand my experiences, it can feel like we've known each other for longer. This person is probably coming into my life right when I need them.","This person is angry with me for trying to manipulate them into dating me. It's totally reasonable for them to be mad at me. I shouldn't have done and said the things I did but I was unable to control myself when these events took place. I respect their reaction to the situation, and all I can do is try to regulate my behavior better in the future, to avoid the same thing happening again.","I got an award from my experimental work on the nature of black holes. I got this award from years of physics and math work in undergrad, where I made monumental strides in relativity. My colleagues and I all spent hours in the laboratory, modeling how matter interacts with black holes. The award is for me and my colleagues work, a combination of luck and labor."
15015,"I would see it as some sort of turning point in my life. I'm of the belief that many things in life happen without an explanation, and they may be the consequences of higher forces like karma and whatnot. If this happens, then perhaps there is something that needs to be told to me.","The most likely explanation could be that we share a ton of similarities. Even if this is the first time I've met someone, I feel like they're already my best friend if we have a lot that we can relate to and discuss. This could be anything from games to schooling, and my introverted self would quickly open up.","My feelings depend on the situation; I feel like if I did anything wrong, then I would feel guilty and they deserve to be angry at me. Otherwise, I would simply ignore them.","Maybe I received the award for performing well on a math. This comes with hours upon hours of studying a wide variety of topics. It entails making sure that I have thought out every possible contingency for what could happen before, during, or after whatever I earned an award on. I'd feel jubilant at the award."
89997,"If my grandmother visits me in a dream to impart wisdom and I find out they had died when this dream occurs, I would point toward the spiritual to explain this event. I cannot think of a reason to that would explain this rationally. As a person of faith,I would think this is spiritual. From an academic viewpoint, it may be seen as inexplicable or as fate. This is a hard topic to grasp at from a purely scientific viewpoint.","We meet at lunch and he shares about his childhood and recent experiences, I feel a sense of connection after only knowing him for a few minutes. The connection is not solely because of shared experiences but a mutual understanding of each other. He likes to do activities with church, is psychologically aware, and perceptive of many different things. I am open to his perspectives, as he is open to mine.",They are probably angry at me for running my mouth about something I should not have mentioned. I feel at fault because it is completely avoidable. The situation is tense between the two of us and I try to apologize to no avail. I realize only time can heal.,I would have gotten the away for cooking well! I was able to do this by cooking each week for a large crowd. I feel elated because I am recognized for something I enjoy doing. This would make me feel beyond happy.
84654,"While I am not religious, I am a spiritual person and I like to view the world in a way in which individuals and souls are connected on a higher level. I think this phenomenon may happen because it is that loved one's way of imparting their last goodbye. Some people may believe that their passed away loved ones manifest in certain energies or indicate certain signs. While I am not 100% certain about whether I believe in this, I think it is possible and that belief helps me and other individuals look for deeper meanings in our relationships and connections while we are alive.","Similar to the concept of soulmates, I believe that there are people on this Earth who naturally possess energies that are drawn to one another. I like to view this as an explanation behind the phrase of just ""clicking with someone,"" because you may have grown up in similar (or maybe possibly different) environments and been influenced to develop compatible personalities with someone else. For example, while I have had many close friends over my life, the dynamic between myself and my current best friend transcends our friendship of about 5 years. It feels like we've known each other for much longer, and it's because of our high compatibility and the fact that we were drawn to each other as friends.","Someone may be angry with me because of something that I said, as sometimes I accidentally say a wrong or insensitive thing. I would feel very anxious and guilty in the situation, as the person did not understand my lack of ill will. I tend to speak my mind very bluntly every now and then, so I don't realize that the meaning of my words may be misconstrued. I would want to explain myself and apologize so that the person does not feel as bad about themselves in that situation.","While I'm unsure of any award I would receive, one that may come to mind is an award for club leadership. I am the president of a club, and I have worked very hard this semester to make sure that it has a presence in UNC Clubs. The past few years, it has been quite inactive and I wanted to make an active change. I have collaborated with the club advisors to invite guest speakers to meetings and involve the club in a large career panel event this semester. I would feel happy to receive it, but I'm not sure that I would be worthy of the award, as my work would not be possible without my executive council and the enthusiasm of my club members."
97131,"I think as they went through life, they made certain mistakes that has defined them. I think they see these mistakes as things that they do not really think about or acknowledge during their life. I'm believe in spirits and I think someone dreaming of their loved ones in this way is the loved one's way of admitting their mistakes before they move on. ","In a scientific sense, the person I met may have a very similar personality to someone I met in the past. Whoever that person was may have had a big impact in my life. In a mystical sense, maybe we have met each other in a past life and residual memories from that life may have carried over to both of us now in this life.","They are angry with me because I engaged with someone they liked or had recently broken up with. Feeling lonely, I was desperate for someone to be with and because of that, my decisions were clouded. I feel terrible about the decision and I would do anything within reason to make it right between me and the person i angered.",I received the Nobel Prize for being the first to successfully to perform a brain transplant on a human. I achieved this by studying hard and making sure that I did not lose sight of my goal. I feel so empowered and happy that i got the award. It also makes me happy that I made my family proud in the process.
72241,I think it would be my sister who visits me because she has always been my number one person to go to when I need advice or help. I trust her with my life and I know she would want what is best for me. I think because we have such a  special connection she would want to say goodbye to me. I also think that being away from each other makes us think about each other a lot so it would be very probable for me to have dreams about visiting each other.,"Sometimes when I make eye contact with someone, I feel like we make a strong connection and can mimic each others facial expressions to show trust. I would be able to identify the person who I would have known for decades by seeing how comfortable they feel with me and how I feel speaking to them. If we are close, the conversation will be seamless and we would lose track of time while speaking to each other. ","Sometimes people are angry with me because I do not tell them things about myself that they would have wanted to know. The parts I do not tell them are not parts of me I feel embarrassed about, but they are things that I feel like other people wouldn't care about. My friends would be upset with me because it seems as though I don't trust them, but in reality I am just bad at communicating things.","I hope to have received the award for doing good for my community. It would be most meaningful to me if I was able to provide for people who need it and uplift them in any way. I would feel great about winning it, but I know that one accomplishment would most likely not ameliorate the issue altogether. Hopefully I would have worked with a team to achieve our goal because working together with others helps me develop better ideas and ways to put those ideas into action. "
22541,"I think this happens as a result of both your subconscious and the interconnectedness of beings. I feel like we can sense energy shifts happening around us-- similar to when people notice the ""vibe"" of a room. A person's death is a big shift that sets of a series of reactions in the body and mind. Sensing that death when it is happening even when you are asleep most likely prompts intensive thinking about the person or in this case dreams about their final words of wisdom. ","I think some people simply click. It can be a mixture of charisma, similar life experience, or just a shared experience that is powerful in the moment. I don't necessarily believe in past-life connections, but I do think that some people are more compatible than others. The true test in my mind isn't if you feel deeply connected in those first few interactions but rather if that feeling lasts longer term.","They are angry with me because I didn't follow through on something I said i would do or I withheld information from them. I didn't accurately assess how much time or energy I needed to complete something and took extra time to do it as a result. This is often true with being late to social plans, not getting something to someone on time, etc. I feel stressed and somewhat dejected about the situation because when I made the commitment I truly believed I could do it. The fact that I couldn't follow through which prompted their anger is disheartening and I'm stressed about resolving the issue.  ",I received the award for academic achievement/ leadership. I was able to get the award because of my high academic performance and my tendency to work in leadership roles. I am excited to get the award but also know that it just means I have to push for the next prestigious thing. I have been in this position a number of times and feel lucky each time but also worry that this is the primary measure of my worth. 
94406,They wanted to tell me something before they died. They must have had something they wanted to tell me before they died and they were thinking of me before they died. I believe that dreams do sometimes predict or represent things from real life. I would choose to believe they wanted me to know that they left in peace and wanted me to know that they are ok now and that they cared for me while they were alive. ,"I probably have met someone who had the same vibes as they did. They reminded me of someone I did know. Or they perfectly match my energy that it feels like I could have known them and can know them forever. A small part of me believes in ""maybe I knew them in a past life"" but it doesn't fully align with my beliefs so I try not to think that. I have met someone like that and it makes me uncomfortable to feel like I have known them yet know nothing really about who they are and what they mean in my life. It feels like a trap. ",They are angry because I lied. I'm not sure what it would be about but if someone were to be angry with me it would have had to be a lie that hurt them. It must have betrayed their trust or directly harmed them. I feel awful and I feel like crying. I never want people to be upset with me or feel like I did something to hurt them. I hate the feeling when someone is mad at me and I want to do everything possible to make it go away and fix the situation so we are ok with each other.,"I imagine the award I received is for best employee or an award for the hospital for the work I've done as a PA. I definitely would have worked hard and cared for my patients. I focus a lot of energy on my work and I would have given 100% to my job. I feel satisfied and I feel relief. I'm not sure why relief, maybe as validation that the work I have done is worthy. But also satisfied that I did something right and it meant something to others."
72736,This dream is like she/he comes to my dream to forecast the future. And she/he only wanted me to know that she/he loves me and want me to be happy in the future. It might happen but I don't wish it happens.,"One day, I visit the museum and meet a guy. He looks very familiar but I don't know him at all. It seems that he appeared in my dream in the past. I think it's a miracle.","They might be angry with me because I mess things up. For example, I did a poor job on doing my job when I work. So my boss was angry and wanted to fire me. I feel uneasy and regret.","I received the award for doing a research about organizational behavior. I am going to write a honor thesis paper on it. So I will definitely research more and study harder. If I get it, I will feel happy and excited."
21492,"I think that this happens because when we are thinking about someone we love, we dream about them. I think that we have deep connections to our family and friends and that we can sense when something happens to them or if they are in trouble. I have dreamed about my loved ones getting into a car accident or going through a breakup and then it happened in real life. I think that our subconscious is powerful and that we think about the people that we love even when we don't realize.","I feel an uncanny sense of connection to someone when I share the same taste in music as someone. I feel that music is a good way to see someone's interests, and I love looking at a person's Spotify playlists to see into their personality. When I see that someone listens to a lot of the same artists and songs that I do, I feel like we have a lot in common. I think that this is because I have a fairly unique grouping of musicians that I listen to so it is somewhat uncommon for me to meet people that like the same music as me.",They are probably angry with me because I accidentally told a secret. I sometimes tell people things I shouldn't and have too much trust in people. I feel guilty because I know that I should be more respectful to people's privacy and not share things about them they do not want to be spread to others. I know that I should not gossip or spread drama but I forget sometimes.,"If I were to receive an award, I think that it could be for being a good roommate and doing extra chores around the house. I often take the time and go out of my way to tidy things up and clean when I know that my roommates are busy and don't have as much time as me to clean, but they value having a clean living environment. I would feel appreciated for receiving this award and it would be comforting to be recognized for my acts of service to my roommates."
13656,"I believe in fate to an extent, and that things work themselves out the way they are supposed to. However, I'm not particularly religious, and I don't really believe in stuff like this. Even if there is an afterlife, which is not an idea that I'm opposed to at all, this is something that just seems to farfetched to me.","I think this can happen fairly often. I think part of the reason is that a lot of people have similar experiences at some point throughout their lives, and I think people tend to try to relate to others. So it is probably fairly easy to feel like you have a lot in common with someone you've just met. I actually think a lot of times, as you get to know a person better, you realize you have less in common with them than you originally thought and it turns out that you just have had a few fairly common connecting experiences, but are fairly different people.","I think someone might get angry with me because I tend to be a rule follower, which sometimes pisses people off. I probably wouldn't say anything to a stranger who is doing something they're not supposed to, but I might express judgement towards a friend/acquaintance who was cheating on exam or homework or breaking a law, even a more minor one. If it is something they see as not that big of a deal (because I often care about following rules that people don't care as much about), they might get angry with me over that. Obviously I don't like people being angry with me, and I would probably feel angry that they were mad at me when they were the one doing something wrong and therefore causing the issue.","I guess if I were to receive an award I think it would be for putting all my effort into work and trying to be a team player, though I don't really think that's something to necessarily receive an award for. I don't particularly try to stand out or do much that I feel like would be recognized by an award. I would certainly be happy to receive an award, but also a little uncomfortable, because I don't like being the center of attention. I like to do my best and I do often times feel like I care more about the effort I put into some things than some others, but I don't need any special recognition for that; I think actions speak for themselves and that's enough."
46610,I consider myself to be a spiritual person so if this ever happened to me I would think that it is the soul of that person reaching out to me in another dimension to give me this advice and to have their goodbye. I think some people share a special connection that would cause this to happen.,I think this happens when there is a mutual sense of trust and curiosity in the conversation and a lot of shared interests. I think that sometimes there are just people who make you feel better about yourself and leave you with the sense that you can talk nonstop for ages and not run out of conversation. There are also some people that make you want to see them again and having them be important to your life.,I do not like it when people are angry at me. One idea is a friend getting angry because I forgot I had made plans with them. I feel horrible for forgetting.,I am not sure what I would have won the award for. One idea could be winning the award for good grades this semester and I achieved that through hard work and perseverance. I feel proud of myself.
95878,"Sometimes the subconscious brain has a really funny way of being aware of things that we haven't consciously been aware of yet. While I do not particularly believe in the afterlife  or something extra out there orchestrating things, if this were to happen, I would definitely question it more. On a much smaller scale, this morning (my phone was on silent too), I was waking up and my brain formed a picture in my head of a notification popping up on my screen with a text from a specific friend. I had no reason to believe this so I opened my eyes and 1 min ago there was a text from that friend. It felt so weird cuz I don't know how my brain came up with that, but I think it can be tied to a weird 6th sense. The brain is able to make connections that we would never be able to consciously, so I believe that we would be aware of the sudden change and the brain forms those images in your sleep to make you aware/soothe the upcoming pain.  ","I actually experienced this with one of my current roommates. I had never met her my whole life until this school year but apparently our lives were quite similar, and lived/experienced things adjacent to each other. When our lives finally crossed, it was so uncanny and we spent a long time breaking down our lives and amazing ourselves on the similarities and in shock how we hadn't met beforehand. It was like meeting a long lost sister/friend and it felt like a piece was finally filled in my life ( a piece I didn't even know was missing). ",I would imagine that I disappointed them in some way or acted in a way that crossed their personal boundaries. I would be upset and apologetic for doing that and imagine that I was some sort of massive miscommunication. I would be so guilty and try to do everything in my power to make them feel better or make it up to them. I don't like it when people are upset at me (unless the person doesn't have much meaning in my life and even then the idea irks me). ,"All of the awards I've received thus far have been from academic achievements so I could only imagine that it would be related to that. Maybe at my future job, I would receive an award for doing an excellent job or starting something new and successful within the company. My drive and intelligence would bring me the opportunity to receive it. I would be thrilled and happy for my work to be recognized. Being recognized for your hard work is such a fulfilling experience and it drives me to do even more. "
35017,I feel that this would happen in a situation where this person was very important to me and I would have loved to spend more time with them and build a stronger bond but never actually got to do that. I don't think that this specific sequence of events has any reason; it could just be a coincidence. But I know I would be extremely devastated if something like this happened. I'd feel deprived of a connection that I could have had.,"I think this would be a sign to keep them close. Life plays out in surprising ways, and it is very hard to build close relationships with people. Even after years of being friends with some people, it is still hard to feel like you've seen all sides of them and that you can stay fully connected with them. Finding someone like that is definitely an indication that this person will add meaning to your life, and that you met them for a reason.","We probably had a disagreement. I usually do not tend to engage in disputes unless I feel that my opinion has been disrespected. Maybe they said something that diminishes my thoughts and experiences and I said something hurtful back. They may be angry at me because they were hurt by what I said. I would not feel comfortable with the situation. Ideally, I'd like to talk it out and help them understand how I felt.","I probably received an award for the work that I do for my community. I run an international non-profit student-led organization that makes educational, mentorship, and service opportunities available for students interested in neuroscience. I am VERY passionate about my work because of the impact, and if I were to receive an award, it would probably be because someone recognized the impact of all my effort. I would feel very good about it because I often feel that my work goes unnoticed. I'd feel very appreciated."
51956,i think this would of happened and that this was irony and think god was tryoing to tell me something by having. that special someone come to tell me that. i would have been so grateful for that person to have to tell me me that.i dont wish this on me but would be grateful.,i dont know why this would have happended very strange,i would never want someone to be angry with me. but if someone was i would be so sad . I hope no one is angry with me right now.but if someonne was i dont know why would be.,i don't know why i have received the award for.i dont know what would have brought me the award for. i would be so happy if i received the award.but if i did thanks
46311,"Being Catholic, I would expect this to be the work of God. I'm not certain of all the metaphysics which would enable this specific phenomenon to occur or be detectable to me. But, the why is easier to answer. I would suppose that it was part of the divine will for me to know a particular thing, presumably for me to act upon it, and hear it from a loving voice that I trust so that I will take it seriously.",I suspect this happened because they might have some attributes similar to a person or several persons I have encountered before and found memorable for some reason. It could also be the product of the same mental state that leads to a sense of deja vu. ,"I'm not sure why they would be angry with me. Perhaps I said or did something thoughtless that bothered them. Or perhaps they were having a rough day and I happened to be the person they ran into when they snapped. I feel taken aback at first, but then introspective because it could well be my fault.","I received the award for something I did that was beneficial to or appreciated by a significant number of people. I'm not sure what specifically that would be, since I don't tend to try for the spotlight. I was able to achieve whatever brought me to the award by working hard and staying focused on the task at hand. I feel great about getting the award, but the next question in my mind is: what next?"
76344,"I think that I was supposed to hear what they had to say before they died. I think I should use this wisdom in my life whenever possible. I think I was a valued person in their life for them to visit me before death. I also think it could just be coincidence but if it's good advice, why not listen?","I think all people share common humanity. To some extent, I think hurting them would actually be hurting myself. I think open-mindedness is prioritized within my age group. ","They are angry with me for not reading my texts and not being clear enough about where I was, when. My repeated pattern of behavior led to them being angry with me. They feel like if I cared enough I would communicate more frequently. I feel frustrated and discouraged. I know my communication style is not indicative of how much I care about my friends.","I received the award for my psychological theory of life fulfillment book. 
Discipline, passion, resilience, and self-trust led me to receiving this award. I feel great. My hard work paid off."
94869,"I would think that this happens so that in the time after their passing I could be reminded to not let conversations like that be a dream. Take advantage of the time that we do have with loved ones to have real conversations so that when they pass or we pass, the other isn't left longing for conversations that could have happened.",I think that this could happen for two reasons. This may happen because myself and the individual just click really well. Another reason that this could happen is if there is something like reincarnation this could be at play. Either way that feeling of knowing one another for 10 years shows a strong connection.,I think someone would be angry with me for shutting down on them and not really being vocal about my feelings. Literally anything could lead to someone being mad at me because I will shutdown at the most random times. I would feel bad on the inside but because I feel the need to make myself feel good I would be defensive and in the moment feel as no one should be mad at me on the outside.,I would be receiving an award for most improvement in physics. I achieved this award because I went from failing my tests to getting a B on the most recent one. I also started doing the homework without getting any help. I would feel proud to be getting this award.
37994,"I think this would happen just as a way of this loved one trying to remind you that they love you and are thinking about you. I think it is just the subconscious of them and yourself that can somehow connect  in a dream form once they die. I am not really sure how it exactly happens, or if there is somehow a God that is able to make this happen. I think the mutual love for one another made it happen ",I think this would have happened because I have a bad memory and sometimes I cannot quite remember people. I would probably know that they seem familiar but cannot remember exactly who they are. It would probably happen at a place I least expect to see this person.,The person would be angry with me because I had let them down or did something to upset them. In this situation I would have not done the right thing or was not there when they needed me. I was too busy focusing on other things and not so much them. I feel bad and guilty about the situation and wish I could have done better.,I would get an award for helping other people in some big way. I was able to do this by helping people who are less fortunate or worse off then I am. Specifically I would  be able to help adoptees with adoption trauma. I would feel really proud that I was able to give back to my community. 
51962,"I think there's a lot that we as humans don't understand about consciousness and ourselves. People do have these things happen to them and I think there might be a unique gift that these people have. The people I've known who've had this experience have both had a lot going on with them mentally, so maybe some mental/ behavioral health challenges aren't disorders at all and are just indicative of something we don't understand. ","I don't know if I believe in past lives, but maybe if the connection were really strong I would. My more logical answer would be that we had many of the same past experiences (emotionally & mentally) that shaped us. ","Someone would probably be angry with me for switching my mind or opinion or thoughts on something, if they were to be angry with me. I'm happy that I'm an open-minded person but definitely get angry with myself for not being firm in my thoughts and beliefs and telling white lies when I'm uncomfortable.  ",I would like to receive an award for some kind of mental health advocacy work. I would have achieved the award by working hard and using my struggle for good. I'd feel really happy and fulfilled. 
53727,"I am not a very strong believer in God, but I do feel as thought there is some higher power out there in the universe. It often shows itself through acts like this. I would not consider this a coincidence, or a random occurrence. Something of this magnitude has to have been curated somehow, I don't think that luck or chance can lead to this.","This actually happened to me last year. I think we felt that way because we actually had a lot in common, and we were able to discern that fairly quickly. We had a nearly identical cultural background, similar life experiences, and similar worldviews. However, I still think that I could meet someone that is wildly different than me and share that uncanny sense that we've known each other forever. If you really get to know each other, not just on a surface-level basis, and you find a sense of trust and understanding which usually takes years to develop, then you've found that sense.","They are angry with me probably because I said something I shouldn't have said and it was insulting towards them. There are times where I don't have a filter, so I say stupid things that hurt people's feelings. In those cases, I feel a sense of shame and regret for having said something that I perceived as innocent but that made someone else feel bad. I would do whatever I could to make them feel better, but it's not always easy, as I am the one who made them angry in the first place.","I probably received an award for one of my passions, whether it be competitive ballroom dancing, academics, are something within my religious youth group. I achieved whatever it is the award is for through hard work. I am not naturally talented at many things, so this award would have been received through diligent and consistent work. I feel honored to be recognized. But, at the same time, I feel as though I haven't done enough and that others deserve to be recognize more than I do. I have never been a fan of awards. "
74662,"I can't think of a reason why the loved one's death and the dream would be connected, or how the death of the loved one would cause me to have a dream; I think the only reason I would have a dream in this case is purely because of coincidence. However, I may have had such a dream because I was thinking a lot about this loved one recently, and perhaps things they told me in the past were freshly in my mind. I don't think there is any extra-physical/spiritual connection between people, and as far as I know the only motivator for dreams is your mental activity, both conscious and subconscious. Thus, the only way I think this could have happened is that I was thinking a lot about this loved one and they just happened to die during that particular night.","I don't think there is any reason why this would happen other than that we both had similar upbringings, life experiences, and personality traits. In other words, I think the only way this could have happened is if we have similar ways of thinking and experienced similar things in life, which would result in us being quite similar to each other. This could perhaps result in us feeling like we have known each other for a long time. I don't believe there is any spiritual connection or anything like that that could have connected us; we would merely have been prepared by our lives to be very similar. This isn't dependent upon fate or gods or anything spiritual; it only relies on random chance.","They are probably angry with me because I didn't understand or wasn't able to empathize with some trouble they were going through. I led them to be angry with me by showing that I didn't empathize with them or being oblivious to their hurt. I would probably feel confused, frustrated, and a bit annoyed that they are angry with me, because I strongly believe that you should solve your own problems and that complaining to others/getting others to feel sorry for you is counterproductive and a waste of time. In general, I believe logical thinking, pragmatic approaches to problems, and detachment from emotion is quite important in solving issues effectively, but I do realize that this will probably alienate me from many people or result in people being angry with me.","I received the award for technical innovation and excellence in a specific field. I achieved this award by working hard, teaching myself, dedicating a majority of my life to whatever I won the award for, and by being creative and thinking outside the box. I would feel very happy and fulfilled for getting this award, because it shows that what I am doing is valuable and that I am contributing to that field. In general, I would only be happy to receive an award if I felt I had worked hard enough to earn it."
48025,"I think somehow they wanted to send me a message, to tell me they loved me or grant me some wisdom one last time. There isn't really an explanation for it. I am a Christian, so I do believe that those who believe in Christ will achieve everlasting life. In some ways, I think God sends those to comfort us, to show us that we have an angel looking out for us. Sometimes it might come in a form of a dream, other times its other signs in the world around us, like a certain animal, sound, scent or other cue that meant a lot to that person. Somehow, somewhere that person is able to show us that they are ok, and to remind us that they love us. ","I think our souls knew each other before, or just sense a familiar soul. I am not quite sure how our souls know each other, as it is very weird to think about it and attempt to figure out how that happened. On the other hand, I do also just think sometimes that people's personalities are just the right mix to get along so perfectly, its just the right mix of the right traits that make them fit right in with each other and feel as if they have known each other for a long time. Maybe they even remind them of someone they once knew and/or loved.","I'm not sure why they are angry with me, as I am usually too shy to ask why, although it is probably because I didn't go along with the plan or do what they thought I would do. I feel very anxious about approaching and dealing with the situation, although I do have a lot of other feelings about things. I feel angry as well, and probably upset that someone is angry with me.They probably became angry with me because I get very emotional when dealing with certain situations, which usually escalates certain situations very quickly.","I received the award for some new scientific breakthrough. I was able to achieve this award through lots of hard work, many mistakes (learning from them as I went), and working with a team of other individuals, who bring different skills than I to the table. I feel absolutely amazing about getting this reward, as if this was what I was meant to do, as if it was my life's calling."
