pid,response,layDefinition,spir1,spir2,spir3,spir4,standardized
26474,"Maybe there is an unconscious connection between you and the person that causes your brain to dream about them hen they are in their last moments. On the other hand, this seems like something spiritual. It seems as though the person's spirit or soul tried to communicate with you to warn you of the future or of a recent event. The closeness of the relationship you have with that person would make your brain unconsciously think about them in their last moments. Or maybe it was just a coincidence.",5,5,5,5,4,-0.09
27417,"I don't think I could ever explain why this happens, and I think that's okay. I find that the universe is a mysterious thing, but I take comfort in knowing that I will never understand beautiful moments like the one in the prompt. I haven't had a dream about a family member, but the day i was moving out for college, I had a strong urge to make sure I pet my dog, Lexi, on the head and tell her I love her. I told her goodbye. One week after move in, she passed away.",5,4,5,5,4,-0.26
77284,"I think this dream would have been a gift from the universe. That's not to say that this could have been a coincidence, as I've had dreams of living loved ones telling me that they love me. But maybe somehow my body felt that they would die, and wanted to share one last unique experience with them by imparting the wisdom. As in, maybe it was the universe allowing my body to connect with their mind one last time.",6,6,6,6,5,0.61
99200,"Albeit metaphysical to some extent, I do believe that there is a connection between all life - and that there is much of life that we do not understand yet, specifically when it comes to sleep. The correlation between the fact that I had a dream about a loved one with the fact that they died could but a result of plain chance, a coincidence, or a result of this fact of connection between all life. To be completely honest, I would be able to believe both of these answers to be a valid conclusion as to why this happened.",5,6,5,5,4,0.09
33161,"I can't imagine this happening and I would definitely burst into tears. It would take me forever to accept the fact that she's gone. I don't know if I can function anymore if this happens. The fact might come up anytime in my day and I would just start crying and I couldn't stop. I'm an international student here with a 12-hour time difference from my country of origin so waking up and finding my loved one passed away really is something that could actually happen. If it happens, my best guess of why is accidents. My grandma (the mother of my mother) usually is very healthy comparing to other elders in her age.",5,4,5,5,4,-0.26
63434,"I'm not really sure why or how this could happen, but sometimes our minds just ""know"" that something really important and drastic has happened. It's kinda like a sixth sense of sorts? Maybe there's just some connection that we can't really understand or analyze with just science. Sometimes events like this happen for reasons that could be beyond science, but stating that feels a bit like speculation. I'm not entirely sure what to think.",5,6,5,5,4,0.09
74978,"Some sort of weird spatial,quantum entanglement or just souls/spirits being real and being used to communicate beyond the physical. Or maybe just an unconscious effect like I heard about their death while asleep (i.e. someone spoke about it nearby) and my dreams responded to the information.",6,6,7,7,5,0.96
17877,"My immediate reaction is that the two occurrences are unrelated. However, in my soul, I feel that this is not merely a coincidence. I believe in consciousness after death and I believe that there is a way for our loved ones to still communicate with us here. I believe in God and I feel that there are so many things in day-to-day life that could easily be used to exemplify how there is a higher power and there is a spirit-world. I think that things happen for reasons that we can't even begin to comprehend because why would we? Can we truly comprehend how the world began? Can we truly comprehend the most impossible things that have proved possible? In short, I think this happened because it was their time to leave this life and begin a new, and in the process, they were able to tell me they love me in their new form.",7,7,7,7,7,1.49
34734,"I honestly am not sure how or why that happens. If that person is on your mind a lot, it makes sense why they would appear in your dream. I'm not sure if some higher universal plane exists that allows people to connect and communicate on such a level, that would be pretty amazing. I can't say I am confident that plane exists. However, I do think it is important to evaluate that dream, and see if there is anything you can learn from it.",5,4,5,5,4,-0.26
32418,"I think this happens because it was a sign from God letting me know that my loved one would be okay. This could have been the loved one's last way of letting me know that they're okay. Or maybe I internally knew that their time was coming soon and could feel that they had more to tell me. I think whatever the explanation for how it happened, it was in order to comfort me from their passing.",7,7,7,7,6,1.31
99270,"Because we love them so deeply and the death might be too sudden for me. The unexpected visit might imply that the death is unexpected. We normally don't like being taught about life wisdom but since we're dreaming about this, perhaps 1-we do believe they have lived their life with wisdom 2- we miss the time with them even it was boring (like learning life wisdom) and 3- we do unconsciously believe they have given me wise suggestions before",5,4,5,5,4,-0.26
26273,"I believe this happens because they were not ready to go before speaking to you one last time. They had final words to say, so by some divine power, they were allowed to visit you in your dreams to say what they wanted to say. In this way, peace would be able to be bestowed on both you and the newly departed. Although the situation would be sad, having that dream to know they visited you before they died, even if they couldn't see you in person, would help you grief.",6,6,7,7,5,0.96
14533,"This is happening is because there is an internal connection between me the them. When there is a strong tie, even if they are in different places on the world, they can still feel each other. When there is a mutual care between two people, they can sense each other.",5,6,5,6,4,0.26
61217,"I think this happens because the strong and solid connection that one feels towards a loved one will always remain. I think if a loved one were to pass and then you had a dream, it shows how close and important loved one's are to our daily lives. Even though we might not always feel loved by them, they will always be with us because of that pre concieved closeness since they are ""family"". I definitely feel that this could occur because of how upset one would be; the death would be the only thing in your thoughts and would, therefore, cause you to dream.",5,6,5,5,4,0.09
30729,I think this may happen because of religious and or psychic reasons. I am someone who believes in people that can reach out of the ordinary capabilities including being able to dream reality.,6,6,7,7,5,0.96
65759,"I think if this did happen, it might serve as proof that people have souls that live on past death. Or perhaps that humans have a weird ability to predict the future/when tragedy will strike (kind of like the same way animals know when it will storm, or cats will lay on people who are about to die). Humans have a certain instinct within them.",5,6,5,5,4,0.09
61199,I think this happens because that loved person thought of you in their death and wanted to reach out to you. that energy reached you and was translated by your brain into something very meaningful. i think humans try to find meaning in everything and thats not always true idk if they were trying to impart life wisdom maybe they were just trying to hold onto something or tell you a secret they never felt comfortable sharing. what im trying to get at is its probably not about you they are dying its probably about them. they are wanting to say i love you because they want to feel loved in their death. how i think this happens i have no idea but ive experienced things like this that shook me to my core,6,6,7,7,5,0.96
98096,"I think they happens because we care about people so much and spend so much of our lives thinking about them, that we subconsciously know when they are hurting or upset. Our body triggers us.",5,5,5,5,4,-0.09
24404,Maybe this happens when two people become so connected that their minds are in sync. One mind is so well acquainted with the other that it can sense when the loved one is in trouble. I don't really have any idea why this happens.,5,5,5,6,4,0.09
99417,"Think this happens because of fate, and it was destined to happen. As someone who is believes in Christianity, I believe that this is a sign from God. This is a sign of showing love and care, and maybe in someway to answer a question that I am struggling with.",7,7,7,7,6,1.31
49068,"While I am not religious or superstitious by any means, this sort of experience would definitely leave me second guessing. I usually have fantasy-type dreams and this sort of dream would impose that they are trying to send some sort of message. I would definitely remind myself of the message constantly after their passing as their last words even though it wasn't physically said to me.",5,5,5,6,4,0.09
81418,"I'm inclined to say that I think it is all a coincidence but I do think there is possibility of phenomenons such as this happening. I know that there are just too many instances of mothers specifically saying that they felt a ""bad"" gut feeling and then instantly knew that their child was in danger and it turns out they were right. I think that this is a similar situation that science just can't explain and may never be ale to explain. I think it could be possible that there is a different dimension or universe out there that is able to facilitate these kinds of experiences between dead and alive people of between people with a connection even if they are far away from each other.",5,6,5,5,4,0.09
72043,"Dreams are a very interesting state of being, where I think things happen beyond our realm of understanding. Your subconcious may know something is going to happen, or maybe a higher being is trying to look out for you and give you closure",6,6,7,7,5,0.96
97797,I think that it is kind of like a premonition or omen that their spirit sends you before they pass on completely. I have an uncle who had died for 2 hours before being revived and now he has the ability to see and communicate with ghosts and spirits. This happened to him the night my other uncle died.,6,6,7,7,5,0.96
42507,"I don't have a definite explanation about this moment, as I don't believe in mythical things. However, I believe that there may be some kind of emotional connection of unconscious level of our identity. I experienced this once. At that morning, I couldn't sleep well and woke up much earlier than I supposed to. Then, looking on some messages in my phone, I saw that a life-changing and shocking event happened.",5,5,4,5,4,-0.26
28211,"I think this happens when you don't get closure from a loved one before they die. If you don't get to say final words or ""I love you,"" then they will stay on your mind. Also, maybe there is some sort of intuition that lets you know that they're about to pass away. I really am not sure.",3,3,3,5,4,-0.78
26239,"I do not consider myself particularly spiritual, though I feel like this is an instance that makes me believe that there is a higher connection between life. Coincidences do happen, but something like that is beyond explanation through coincidence. I would see that dream as a message from that person reaching me from wherever their energy/spirit is in the universe. However, I would not see the dream as an omen or sign of them passing.",7,7,7,7,6,1.31
65359,"Like I mentioned in the answer to my first question, I have strongly-held religious beliefs where I fully believe in the power of the Holy Spirit and God to bring peace, joy, hope, and love into our lives. Dreams are incredibly powerful because when people are conscious, they have their shields up (usually), whether or not they realize it. These shields (defensiveness, logic, exhaustion, work, other priorities) can impede that pure connection that naturally flows from our emotions. Humans have a life-force about them (I use religious terminology because that's what makes the most sense to me, but there's a lot of different ways to phrase it) that can be used to do miraculous things, like a dying soul saying farewell.",7,7,7,7,6,1.31
58080,"I think sometimes our brains have a way of warning us when something bad is going to happen. So, your brain might just of had an unconscious feeling that something bad was going to happen to that person, which is why they visited you in your dream. Or, going a more spiritual route, they were already dead and visited you as an angel.",5,5,5,6,4,0.09
54361,"I think that this happens for a reason. I have encountered too many odd scenarios like this to not believe that some greater energy has an effect on this world. Things happen for a reason. So, because the loved one was going to pass away, something compelled them to come to me and share life wisdom. It would have been worse for them to leave this earth without saying goodbye and leaving behind something to continue on in this world.",7,7,7,7,6,1.31
60806,"I feel that there is an out-of-body connection with everyone. You often see in media that when someone is talking about someone else, the other person sneezes, which is a funny example of this connection. I also believe that there is something inexplicable about dreams because they feel larger than life and add complexity to our lives. A possible reason for this could be that their ""spirit"" visits us in their dreams.",6,6,7,7,5,0.96
16886,I would say that ghost do exist. Spirits of loved ones visiting right after passing is actually quite normal. They show up in different forms and often times it is in dreams. I honestly don't know why it happens but it does.,6,5,6,6,4,0.26
75098,"I am unsure why this would happen, it could either be coincidental or perhaps there is some higher power that can control this. This would happen because you have a strong connection with this loved one and they want to see you happy in life. I think this would be devastating initially for me, as my family member dies right after I see them. However, it could be better that they visited me rather than not because we have a connection that will last beyond their life.",6,6,7,7,5,0.96
22497,I think this would happen because it is as if God is allowing them to say their final goodbye before passing. I do believe that everything happens for a reason and that God works in mysterious ways. I think that their spirit would be put on my heart by God because of the suddenness of their passing. I think that it would provide some closure and this is the reason why this would happen.,7,7,7,7,6,1.31
30531,"I believe this could happen. Once again, I would take the spiritual approach where God can (and biblical has) communicate through dreams. How you interpret and what you do with that wisdom is up to you. I do believe this happens because either you or they need a chance to say goodbye and I love you.",7,6,7,7,6,1.14
58523,"I think this could happen when you have an extremely close bond with an individual. With my really close friends, sometimes I can just tell when something bad is happening to them. In this case I think it would be the same, and I would have a dream due to my subconscious sensing that they were in trouble or passing away.",5,6,5,5,4,0.09
84547,"I think this happens since people want you to remember your last memory with them as positive. They want to remind you that you are loved, and give you what ever wisdom they can that you can use later. I feel like this happens because when you feel a connection with someone you have intuition of what their current state might be.",5,6,5,6,4,0.26
30877,"I believe that dreams that involve spirits of loved ones are true visits from that loved one. I am a deeply spiritual person, and I have had a few experiences where that was the case. I don't know why this happens, and I have no explanation for it, other than faith and the profound feelings I have that it was truly that spirit.",7,7,7,7,6,1.31
59790,"I think that everything happens for a reason. I would believe that the visit was super important and that it truly had meaning. I would believe that anything that happens is for a reason, and that we should not always question these things because they happen and they cannot be undone. It would be very upsetting to learn this, but positive thoughts and love would be key in this situation.",5,6,5,5,4,0.09
75774,"This would probably be their spirit coming back to impart their final goodbyes that the were not able to pass along. This is haunting, but refreshing that they wanted to say goodbye to me. I appreciate it greatly.",6,5,6,6,4,0.26
72680,I think that this may happen because people have deeper and sometimes spiritual connection with their loved ones. It is possible for us to subconsciously know that something has happened to someone else and we may see this in our dreams. Their words are likely away for you to have a good parting memory with this person before the pass on.,5,6,5,5,4,0.09
73341,"I am not at all a superstitious person. I would probably think that this was a crazy coincidence, and not read more into it than that. I don't believe in ghosts, or predictive dreams or anything spooky like that. I think this would be a bizarre statistical anomaly that aligned, or that my dream was maybe influence by a recent interaction with the person.",2,2,2,3,4,-1.48
50197,If I dreamed that my Nana visited me and then unexpectedly died the previous night I would assume this would happen because subconsciously I knew she was getting to an age where unexpected death could occur. I really don't know why on that particular night I would have that dream but it could be a way of her spirit making one last effort to say goodbye. I think goodbyes are important for people to have closure and be able to move on after grieving.,5,5,5,5,4,-0.09
48525,"I wish I knew why this happened. I am not very religious so my only explanation would be that there is some higher power and or humans have a piece of their consciousness that can sense when someone has passed or the connection has faded. They are no longer in sync anymore. I feel that it can be a way to resolve grief because you had the ""final"" moment with them.",5,5,5,5,4,-0.09
35865,"Rationally thinking, if they're a loved one I've probably noticed signs of their declining health by now, and it's probably a coincidence fueled by the fact that I subconsciously knew something was wrong/ they might die soon. I would probably spend a lot of time thinking about the situation and trying to rationalize it and question supernatural factors, but I think ultimately the only way I will ever be able to explain it is with the rational approach I just took. Maybe there is something spiritual or divine governing our lives and occurrences like these, but I think it's unknowable.",3,3,3,5,4,-0.78
57713,"I don't consider myself a particularly very religious person but i think that a higher power must have had some role in that, i find it difficult to believe that that could just coincidentally happen the night before their death, I do believe in ghosts and spirits however, so maybe that too.",5,5,5,5,4,-0.09
91343,"I don't know why this happens. A similar situation like this has actually happened to me before and I wonder what kind of sick joke God is trying to play on me. But then I began to realize that it's actually the goodbye you always wanted. It might not be the ideal goodbye you would of liked, but it is at least something.",5,4,5,6,4,-0.09
23806,"In my opinion, this might just be coincidence. If they visit you in your dream and they die the same night, then it is just coincidence, not some divine or spiritual intervention. This might also be because their health was suffering, and you were thinking you wanted to have one last conversation with them before they die. This never happened in real life but did in your dream.",3,3,3,5,4,-0.78
41724,"I think this happens because there is some greater force. Whether you believe in religion or not, I do, I think the world has only so many answers to our questions. In order to explain something like this, I would like to think there's a greater power at play.",6,6,7,7,5,0.96
63420,"I think this happens because of the bond experienced between myself and my loved one. When you develop a deep connection with another person you are linked on so many different planes of being where you feel as though you can read that other persons mind. This relative did not actually visit me in my sleep, but I believe they were thinking about me before they died and what they wanted me to know about life. Then because of that deep connection we have my subconscious perhaps felt them passing and imagined what they would want to tell us, or what I would want them to tell me.",6,6,7,7,5,0.96
34927,I am not sure to be honest but I would definitely take that information from my dream to heart. I feel like our brain sometimes works in ways that we cannot explain yet. I would hope to remember the dream and would think about it often due to my relative passing that next morning,5,4,5,5,4,-0.26
21973,"I had this experience with my grandfather and this puzzles me every time this comes up. I don't understand how something inside me knew that the next day, he was going to die. I guess it has to do a lot with the circumstances, but if they are in the hospital or really sick, this may contribute to dreams contents.",5,5,5,5,4,-0.09
75837,"Maybe there were signs throughout my life that that person was going to die soon, such as other family members fretting over them or a heightened sense of tension in my family. Perhaps those subtle little signs made their way into my dreams. I feel like it's too cheesy to think that I would somehow know just because we are related, even though i haven't seen them in a long time.",3,3,3,5,4,-0.78
74765,"Without going into theology, it seems that this is a coincidence, but a rather depressing one at that. Clearly, to dream about them means that they occupy some space in your head and you most likely care deeply about them. I feel that Freud had the right idea here - it often means that there's some negative emotion you feel towards them (often guilt or something similar) and to have that dream is your mind's way of trying to fix that.",3,3,3,4,4,-0.96
84456,"I'd believe that it was a coincidence, and that the reason for the dream taking place was either prior knowledge of the loved one's declining health or just thinking about the loved one in general. I think that the unconscious thoughts we have manifest themselves in dreams, and this would be an example of such an event.",3,3,3,4,4,-0.96
12753,"I think this happens because I miss my grandmother and want to see her again. This probably happens because they weren't able to communicate their love and wisdom to me in their last moments since they lived far away. I probably was busy with my own life and didn't take time to reach out to them often. I might be struggling with my studies/work, but the dream brings a comfort to me about my future.",3,3,3,4,4,-0.96
83773,"This could have been the spirit of this loved one coming to visit. I believe spirits are good and can impart wisdom to their loved ones and make sure they lead a good life. I would like to think they do this because they care about their loved ones and wish them to have a good rest of their life, knowing they were cared for.",7,6,7,7,6,1.14
61226,"The world works in mysterious ways. Sometimes there are things that happen that are just unexplainable. Maybe it was your subconscious knowing or some other worldly factor. I remember the night before I was leaving for college my childhood dog was giving me a lot of love and attention and constantly cuddling with me. The first morning I woke up in my dorm my mom called me that my dog was missing. It was very unlike her to just leave. Later that day, I found her and she had passed away. I realized that that night she was saying goodbye.",6,6,7,7,5,0.96
13682,"I think we dream about things in our life that are stressing us out or that we spend a lot of time thinking about. Perhaps I was concerned about my grandparent's or friend's well being, and it caused me to dream about them. Maybe it would be related to a gut feeling of thinking something's going to happen. I don't think it's like predicting the future in a dream, but I don't think it's complete coincidence either.",3,3,3,5,4,-0.78
43639,"I think this happens because once they passed away, their spirit wanted to send you a final message before it left. It could also be that you somehow felt that they had died through your connection with them. This caused your unconscious to provide you with reassurance that everything would be okay.",5,6,5,5,4,0.09
73099,"In a physical, worldy sense of mind, I would say it could be classified as that sixth sense intuition, like a mother would have with their child, or couples would have with each other. However, as a Christian, I would believe that it is a message from that loved one themself, as GOD gave me the opportunity to hear that and feel peace.",7,7,7,7,6,1.31
73445,"I think that this happens to a loved one that I knew was getting close to the end of their life. I knew that they would pass soon and my subconscious began to dream about this to help my brain cope with the sadness. I believe that if I was close to them, I would understand what they would want to tell me, or maybe I finally understood something that they told me years ago. This dream is probably to make me feel closer to them and give me one last positive memory before they are truly gone from the world.",5,4,5,5,4,-0.26
26940,"I am personally a pretty spiritual person, so I think I would believe that the dream was sort of an angel dream or just the spirit of the person who died the night before. I think this happens when you die because a sort of spirit or your soul I guess leaves your body. I believe this happens as a final remark to your loved ones before they never see or hear you ever again. It also gives the opportunity for the dead to say one thing they have been thinking for years but never said.",7,7,7,7,7,1.49
55797,Well I suppose one may think that they visited me before they past because they wanted to share something with me for the last time. In reality I find it to be a coincidence. I would probably take their words form the dream to heart and act like they really did say it but deep down I know I'm just hearing what I want even if it is something they would have said to me.,2,2,2,3,4,-1.48
64325,"I think at some base level everyone in the world is connected in some way. I also think that you having a dream about someone that just died could be happenstance. But, if it wasn't a coincidence, then i guess maybe when you die you could have a few moments to tie up loose ends.",5,6,5,6,4,0.26
82545,"I would think that this happened because they wanted to say one last goodbye. It would be hard to explain, but sometimes I think that some people are just connected to one another even in death. I would be pretty happy that I got one last goodbye. I think I would also take this message to heart.",5,5,5,6,4,0.09
49048,"Even though I am not a religious person and I think I believe in science, if they just died the previous night and they appeared in my dream, I still will feel that they may just want to say goodbye to me since we can't see each other anymore and I may not have enough time to come back home. I can't explain this situation, but I think it's a good dream.",5,4,5,5,4,-0.26
27010,"Coming from my perspective as a Christian, i would feel that is God's doing. While psycholgical phenomena/ instances like this are wildly common and can often be chalked up to things like a person's circumstances or their current environment, coincidences like these, espeically regarding sudden, unexpected deaths seem more unique. I would say this happens because of God. I can't necessarily comment on the how of this scenario, even if i did remove the religious aspect of my point of view.",7,7,7,7,6,1.31
87649,"I think that is most likely a product of coincidence and not anything regarding them actually speaking to you. However, if I was to experience something like this it would be something that I would carry with me for the rest of my life. When my grandmother died, although I was aware that the final time I saw her would be my last, I had a dream similar to the one described. I summed this up mostly to be my brain trying to cope with the loss of a loved one.",3,3,3,4,4,-0.96
46725,"Coincidence, probably. Otherwise, maybe you retroactively changed your memory of the dream when you realized that. The brain loves to feel emotion!",2,2,2,3,2,-1.66
26314,"I think this happens because in some ways our brains are connected, I also beleive in God who can maybe explain things like this. I have had this happen to me multiple times and I can't explain why this happens",6,6,7,7,5,0.96
63374,"I'm not sure how or why this would have happened. I don't believe in ghosts or an afterlife, and I also don't believe that our dreams have any real meaning. I guess I would conclude that it was all a huge coincidence, that I just happened to have a dream about that loved one on the night that they died. I can't think of any other reasoning.",2,2,2,3,3,-1.48
96383,"I am raised as a catholic, so my instinct reaction would be that it was the god who sent her to me (or that it was her spirit that dropped by) so I could feel her again. I have no means to explain as to why such things happen in scientific terms, but I also believe that it is through the tie that I established with her (I am imagining my grandmother to be the one). The event that happened to her, in this case death, pulled the tie in such a way that I sense that something had happened to her. .",6,6,7,7,5,0.96
49909,"Even if it is not a dream, it may just be a feeling that I feel suddenly embraced by their presence through my thoughts. I think this happens because I really missed them and was unable to tell them one last thing that I feel is important. It could also be because I may be going through something that they know and understand (being my ally). Another possibility is that the wisdom might actually be something that I was unable to confront and accept, but them telling me it actually allows me to accept it and move on.",5,5,5,5,4,-0.09
27926,"There is a lot of energy in the world that I believe is unaccounted for by science. At least for now. Spiritual energy is one of those types of energies, and I feel that the occurrence stated above is just manifestation of spiritual energy through the focus of the love two people can share.",6,6,7,7,5,0.96
21016,"There are actually many theories on why we dream such as for wish fulfillment, emotional processing, and sorting through events of the day. I think this dream would occur from one's personal desire for love and affection. This desire can stem from a lack of such attention and love in your life. It also can stem from the recent loss of a loved one.",5,4,5,5,4,-0.26
17850,"Since my grandfather is very old, he could have passed away from any current chronic diseases that he has. Maybe he died from a heart attack, or just by accidentally falling off the stairs while trying to walk upstairs. In any case, if such a coincidence occurs - that he dies the night before my dream - I would say it is destined by a divine being to let us have one last conversation through my dream. I share a lot of memories with my grandfather. As such, meeting him through my dream one last time is the most blessed thing that could have happened to me.",6,6,7,7,5,0.96
11349,"I honestly don't know how this could happen. it could be because of god, a form of higher power, or some times of phenomenom we don't know about yet. I think this would happen beacuse of some sort of love that binds you with people that you are really close to. I would feel extremely sad and after the phase of grief I would then reflect. In my reflection i think I would be lucky and blessed to have had the opportunity to see that person in my dream and know that they loved me.",5,6,5,5,4,0.09
56694,"In this dream, my dad gives me advice. I'm so sad to learn he died. I think this would happen to remember that people change and that my worldview is not the only one. I disapprove of what he does sometimes, but I still love him. I just need to tell him more often - thats what the dream was for.",4,4,4,5,4,-0.44
35198,"It was God's message. I believe that it was the spirit of my loved one giving me a last goodbye and send off before they died because they love me so much. My dad had a dream of his mother before she died, so I believe that. I believe God connected us together in spirit.",7,6,7,7,6,1.14
29109,"I would not be able to explain why this happened. I am very superstitious about things like that and trying to put a meaning to them, and the only thing I could think of is that we had a really strong emotional connection. However, I logically could never understand why it happened.",4,4,4,5,4,-0.44
55758,"I think this is a sign from the universe that this person wants to see me through into the next chapter of my life. Though I am not religious, I believe everything happens for a reason and there is a certain order to the universe. This dream, a reflection of my subconscious, is demonstrating my innermost desires. There is some energy that wants my loved one to visit and impact me.",6,6,7,7,5,0.96
56150,I think that if the connection between yourself and a family member is strong you can know if something is going wrong. I've heard multiple stories of a mother or sister knowing when their child is in pain and I think this is similar. I don't really believe that the person who died came and talked to you during your dream after they died. I think it might just be coincidence or if you knew they were sick or old.,5,6,5,5,4,0.09
39808,"I can't really imagine this kind of things happening on me. But to be honest, it happened to me once. The night my grandfather passed away, I was still a 3 year old infant sleeping on the bed. And my mother told me that I told her, while I was dreaming, my grandfather smiled at me and touched my face. This sounds miraculous, and I really can't think of any reason why this would happen. The deep connection between my family and I might lead to this? I don't know.",3,3,3,4,4,-0.96
40239,"I think this could be because we may have been noticing signs that she was going to die soon, so our mind is mentally preparing us to handle what comes from this. She may be sick or ill or anything along the lines of this. In this chance that this is not the case it is just an extreme coincidence that this event occurs. I feel like everything in life happens for a reason though and that's why something like this would occur.",5,4,5,5,4,-0.26
84674,I'm not entirely sure as to why this happened--there could be a multitude of explanations depending on the person. It may be coincidental or simply because that person had been on someone's mind.,2,2,2,3,4,-1.48
88691,"I can't think of a logical, or scientific explanation for this scenario. When you become exceptionally close with someone, it's almost like there's a sense of togetherness and a feeling of being in sync even when you are far apart. I'm kind of at a loss for words for answering this question.",5,6,5,5,4,0.09
60956,"I think there is some connection between what you dream and what happens in reality; It could definitely be some kind of regret that something isn't fulfilled in reality that got into your dreams. It would be a really sad situation but at the same time something would be fulfilled and are meant to be. For example, you at least got to ""say"" goodbye and listen to your loved-one.",5,5,5,5,4,-0.09
79470,There would have to be a higher-power acting because that is too much of a coincidence.I think that God would have done this to me to give me peace over their passing. I would also believe that it was actually them or their spirit in the dream. Sometimes God will try to help us with grief and overcoming those dark places.,7,6,7,7,6,1.14
35567,"I think that this may have happened because it is possible that this loved one had been sick for a while. You may have been subconsciously thinking about the loved ones health for a while. It could even be that they were in extremely bad conditions the day before. At times, dreaming consists of thoughts that we have suppressed or that are lingering on our mind. If not, and the individual was perfectly healthy, this may just be a miracle beyond my understanding.",3,3,3,4,4,-0.96
89992,"I think this happens as a result of some unconscious desire to spend more time with a loved one you managed to know passed away. Maybe there is some spiritual factor that is involved. For example, perhaps your loved one's spirit was able to get in touch with everyone they loved that lived nearby, and you were the only one left. The spirit managed to visit you and help you one last time.",6,6,7,7,5,0.96
68324,"I think this happens because we are all connected in some way. Once you meet someone, it is really easy to stay connected to them for a very very long time. If they made a major impact on your life, it's not surprising that this happens. I think this can happen because of some unknown metaphysical thing that is between all humans that hasn't been discovered yet.",5,6,5,6,4,0.26
68324,"I think this happens because we are all somehow indirectly connected with one another through an unknown connection that isn't exactly obvious at first glance. In some metaphysical way, you are connected to your loved one which allows them to contact you once last time through your self conscious. I don't think the exact means for why this happens has been discovered yet. I believe that once it is discovered, it will be much clearer exactly how this happens.",6,6,7,7,5,0.96
48552,"This has to be some sort of external force, like God giving a sign and giving a farewell chance for your loved one. There has to be some sort of outside force that connects that, especially if you never have that dream before. There could be some sort of outside force that helps you feel their death in your sleep. It is a fairly common thing for mothers to have similar experiences I have heard.",6,6,7,7,5,0.96
87790,"I think dreams are connected to how we feel, but also help us engage in the future of who we want to be. They are an outlet to solve our problems and offer us a hypothetical situation into how we could work through the difficult parts of our lives. If I had a dream that my far-away loved one unexpectedly visits me to impart life wisdom and say they love me, I believe it happens because as people depart in life, they send signs. I am a firm believer in signs through prayer, dreams, and physical objects. Even though I did not know about the death, there was a physical and spiritual connection that brought us together through love.",6,6,7,7,5,0.96
29440,I think this happens because you subconsciously know that something bad is going to happen. I think our brains know that something unfortunate is going to happen before we are aware of it. This would explain impending feelings of doom. Our brain may be trying to prepare us for bad news.,5,4,5,5,4,-0.26
11158,"Honestly, I'm not sure how these things happen. I believe God definitely has something to do with it, but there is still so much mystery involved with situations like these. I believe instances like these are a way of God guiding us along our journey. It definitely isn't easy though.",7,6,7,7,6,1.14
53023,"I think that this happens because it is God's way of allowing them to say goodbye to me. It also is to give me some closure of knowing I got to ""see"" them one last time. I believe that there is life after death so this would be a way to get life wisdom from someone I care about until I am able to see them again. God sends us messages in mysterious ways sometimes, and in this case the message came through a dream.",7,7,7,7,6,1.31
81089,"I think that this would happen because of a higher-power being or spirit that is related to the afterlife. If this were to happen, I would be more convinced of a life beyond our own. I would know that I had a great connection with this loved one that they felt the need to visit before they died. I think that their spirit would know that they needed to give me and them some peace before they went to the afterlife.",7,7,7,7,7,1.49
53480,I think that sometimes dreams are able to almost predict the future. In this dream it would be almost like them coming to say goodbye because they are not able to do it in person. I think that this would be saddening to actually happen but it would also feel very meaningful to know that they loved you and everything they said to you.,5,6,5,5,4,0.09
78649,It could be possible I had a strong intuitive sense about an event as drastic as someone who is close to me passing away. I am not sure what could be said about such an event other than it seems like there must be an energy that is bound to the two of us or the act of dying. It could also be a coincidence or a transcendental experience. I don't necessarily believe it's them communicating after death but maybe it's something like that paired with an intuitive feeling.,5,6,5,5,4,0.09
28435,"This happens probably because of some gut feeling that you have that they have parted. because of the distance, your subconscious automatically regrets not being able to speak to them for the last time, and it wants you to feel as though you did. especially with someone whom you truly love and would miss terribly, you would want to have a last conversation that would help you feel connected with them and have some wisdom that could later on connect you.",5,4,5,5,4,-0.26
58705,"I think I would have the dream because I felt something unconsciously wrong. I don't really have an explanation for why the two things would be correlated or how I could possibly know about their passing before the dream, but I think it would just be one of those things that just happen. There isn't a scientific explanation, just the bond between two people that can't be explained.",5,5,5,5,4,-0.09
44821,"I would believe in some sort of other plan of existence. I would be exhilarated and devastated. It would feel good in the sense that I would have proof in life after death, at least in some way, and I could believe that there was something bigger than myself, but devastated at the loss.",5,6,5,5,4,0.09
46757,I believe that my loved one died and visited me in my dream. I believe that there is some kind of afterlife that allows this to happen.,6,5,6,6,4,0.26
82369,I think that this might have happened from some higher power/entity trying to give you one last good memory from your loved one. It could have also just been you thinking about this person so you had a dream about them. Seeing them in your dream could also just be a form of reminders for important life advice to follow. The advice coming in this form might be because you have been avoiding something important in your life.,6,6,7,7,5,0.96
31926,"I have two different ways of answering this question. From a religious side, I would consider that a blessing from God, and feel very grateful for being allowed to see my loved one's spirit one last time. On the other hand, a more rational approach would suggest that you simply think about that person subconsciously from time to time, and a desire to see them again brought them into your dreams.",6,5,6,6,4,0.26
40309,"I think this happens because you have a connection to them and might be able to sense that something is wrong subconsciously. I also think it gives you closure in a way such that they are able to tell you what they need to before they pass. Even though you don't get a proper goodbye, in a way you are able to talk them. Regardless of it is in a dream, I think this happens so that you can know they love you and care for you.",5,6,5,5,4,0.09
